date,no1,no2,no3,no4,no5
2014-02-22 18:00:00,0.012963,-0.232538,-1.142933,0.935341,-1.147309
2014-02-22 19:00:00,-0.263169,2.261954,0.314459,-1.685508,1.296716
2014-02-22 20:00:00,1.951878,0.352217,-1.105045,0.593909,0.423891
2014-02-22 21:00:00,-0.421907,0.330712,1.433943,0.047432,0.634344
2014-02-22 22:00:00,-0.908690,-0.140285,1.066681,-1.053312,-0.467155
2014-02-22 23:00:00,-1.017033,0.965407,-1.156907,0.752691,1.133835
2014-02-23 00:00:00,-0.947907,0.594815,-2.763331,1.549158,1.622892
2014-02-23 01:00:00,0.096111,0.837194,0.691726,-0.251996,-0.242885
2014-02-23 02:00:00,0.331264,1.691499,1.300450,1.522436,-0.381760
2014-02-23 03:00:00,-1.856703,0.798490,-0.113106,2.000835,-0.024234
2014-02-23 04:00:00,0.703991,0.239429,1.536080,-0.941825,0.202252
2014-02-23 05:00:00,0.523822,-0.013922,0.811499,1.146032,0.873909
2014-02-23 06:00:00,-1.950244,0.341388,-0.286629,0.905706,1.220747
2014-02-23 07:00:00,-0.017509,-2.976564,-0.129972,0.826744,0.538784
2014-02-23 08:00:00,-0.400390,0.358988,1.224128,-1.081265,0.386163
2014-02-23 09:00:00,-0.837999,-0.673316,1.448216,-0.200674,0.088877
2014-02-23 10:00:00,0.360879,1.133386,-0.626922,0.135793,0.749620
2014-02-23 11:00:00,-0.666976,0.595543,0.055378,-0.605546,0.226295
2014-02-23 12:00:00,-1.059780,0.571251,0.367066,0.180384,0.207694
2014-02-23 13:00:00,0.583258,1.434658,-1.009237,-0.770366,-0.499545
2014-02-23 14:00:00,0.225802,0.702240,-0.188233,0.702214,0.723652
2014-02-23 15:00:00,-0.233812,-0.362968,-0.328151,0.391272,-0.836591
2014-02-23 16:00:00,-0.557160,0.214815,1.937457,-1.277340,-0.734768
2014-02-23 17:00:00,-1.668776,1.166791,-0.143988,-1.089775,-0.980322
2014-02-23 18:00:00,0.138256,1.355368,1.756070,-1.312124,0.135540
2014-02-23 19:00:00,-0.170621,-0.565087,-1.761250,0.024045,1.076865
2014-02-23 20:00:00,0.192103,0.298479,0.477230,0.568335,-1.178913
2014-02-23 21:00:00,-1.566886,0.075587,1.371896,-3.146993,0.439173
2014-02-23 22:00:00,-0.581768,0.109266,1.593481,0.294760,-0.411324
2014-02-23 23:00:00,0.473106,-0.851799,1.906543,1.028730,0.406012
2014-02-24 00:00:00,-0.283676,-0.525144,-0.248377,-0.171424,-0.211606
2014-02-24 01:00:00,-0.468480,0.416828,0.736964,-0.984747,-0.767469
2014-02-24 02:00:00,0.711721,0.474144,-0.821309,-1.010972,1.117367
2014-02-24 03:00:00,-0.581142,-2.062105,0.786975,-1.482074,0.464273
2014-02-24 04:00:00,1.551519,-0.026971,-0.243409,-1.095830,-0.185039
2014-02-24 05:00:00,0.752506,1.005139,0.591545,1.137862,0.130282
2014-02-24 06:00:00,0.076596,0.092745,-2.205291,0.878307,0.933435
2014-02-24 07:00:00,0.660310,1.933647,0.095864,-2.328578,0.173822
2014-02-24 08:00:00,0.227337,-0.372900,0.042876,1.159120,-0.090617
2014-02-24 09:00:00,0.631051,-0.401329,0.657350,0.884790,-1.346402
2014-02-24 10:00:00,0.273783,-1.274335,-0.276613,0.015959,0.244413
2014-02-24 11:00:00,1.498593,-0.830333,0.582886,0.148886,0.350871
2014-02-24 12:00:00,1.074357,1.418377,0.446725,1.632666,-0.238151
2014-02-24 13:00:00,0.007084,-0.895027,1.628033,0.023142,-1.057175
2014-02-24 14:00:00,-1.196824,0.786527,-0.309100,-0.321033,0.154056
2014-02-24 15:00:00,0.469911,0.275250,0.738609,1.031285,1.508898
2014-02-24 16:00:00,-1.442368,1.307753,0.115521,0.392850,2.674729
2014-02-24 17:00:00,0.172487,0.861163,-0.049306,-0.321166,-1.439742
2014-02-24 18:00:00,1.503462,1.097125,0.895011,0.805731,0.726465
2014-02-24 19:00:00,-2.530090,0.621635,0.154164,1.128784,-0.810122
2014-02-24 20:00:00,-1.156171,-0.717696,0.011050,0.025569,-0.844124
2014-02-24 21:00:00,-0.335334,-0.931498,-0.047799,0.308540,-0.782991
2014-02-24 22:00:00,1.228807,0.154166,-0.782365,0.467535,-0.709408
2014-02-24 23:00:00,1.177817,-0.058825,0.406071,-2.490237,1.539267
2014-02-25 00:00:00,1.330289,-0.999943,-1.657918,0.701445,1.138679
2014-02-25 01:00:00,-1.002294,-1.978412,0.498857,-0.224392,-1.482599
2014-02-25 02:00:00,-0.238819,-0.865967,2.534745,0.183884,1.039837
2014-02-25 03:00:00,-0.678761,1.342205,-1.117552,-1.429689,0.271635
2014-02-25 04:00:00,0.322180,0.142425,-0.284950,-0.774564,-1.087758
2014-02-25 05:00:00,-0.232388,2.206335,-0.095731,0.228816,0.520749
2014-02-25 06:00:00,-0.335217,0.168732,0.107657,1.566735,-2.142701
2014-02-25 07:00:00,-1.037916,0.640126,-0.018134,-0.019793,-0.434842
2014-02-25 08:00:00,1.613698,0.715364,-1.817500,1.116255,-1.987117
2014-02-25 09:00:00,-1.085385,-1.330633,0.175890,0.037228,0.599510
2014-02-25 10:00:00,-1.257405,0.589563,1.173733,0.425737,-0.494242
2014-02-25 11:00:00,-1.442774,-1.329598,0.291527,1.603800,0.797517
2014-02-25 12:00:00,-0.060825,-0.128809,-1.053961,0.539828,-1.256524
2014-02-25 13:00:00,-0.240750,1.127656,-1.112824,0.961168,-0.465696
2014-02-25 14:00:00,0.954062,-1.050328,1.114475,1.357459,1.072044
2014-02-25 15:00:00,-0.128744,-0.024263,-0.947139,0.404868,-1.798336
2014-02-25 16:00:00,1.498311,0.189679,1.568643,0.439734,-0.309730
2014-02-25 17:00:00,-0.262742,-0.460427,1.790768,1.250738,-1.093311
2014-02-25 18:00:00,-1.443741,-1.244868,-0.012979,0.949465,0.407788
2014-02-25 19:00:00,-0.903817,0.127514,0.350850,0.902199,-2.091793
2014-02-25 20:00:00,-0.032058,1.457328,0.751231,0.499630,-1.880536
2014-02-25 21:00:00,0.413508,0.816450,1.034617,0.555893,-0.997925
2014-02-25 22:00:00,0.375297,0.537053,0.166627,0.101645,-0.760408
2014-02-25 23:00:00,0.642754,-0.161977,-0.676296,-0.561726,0.948493
2014-02-26 00:00:00,0.241482,0.423980,0.260372,0.574664,-0.643030
2014-02-26 01:00:00,-0.016411,1.907282,-0.548867,0.859276,-0.604464
2014-02-26 02:00:00,0.709500,0.586417,0.672672,0.670504,0.211884
2014-02-26 03:00:00,-0.752755,-0.562421,2.287703,0.471917,-1.052148
2014-02-26 04:00:00,-0.254189,-0.407910,-1.180444,-0.511862,0.057821
2014-02-26 05:00:00,-0.500748,-1.928194,0.753346,-0.209278,-0.459480
2014-02-26 06:00:00,0.305472,0.130357,-0.285224,-0.608689,-1.046432
2014-02-26 07:00:00,-2.463514,1.010937,2.002638,1.396154,-1.052537
2014-02-26 08:00:00,-0.144114,0.057447,0.561966,0.930030,0.121207
2014-02-26 09:00:00,-1.264725,0.142578,0.850114,0.727851,0.238005
2014-02-26 10:00:00,-1.212950,-2.404686,0.589780,-1.178790,-0.283670
2014-02-26 11:00:00,-0.464318,-2.294387,-1.009857,0.504428,0.317313
2014-02-26 12:00:00,0.505101,0.139881,0.884234,-1.394383,1.520530
2014-02-26 13:00:00,-0.668331,1.797914,-0.840530,0.492139,0.028970
2014-02-26 14:00:00,0.367391,-0.292973,0.315381,1.126553,0.507958
2014-02-26 15:00:00,-0.800557,1.315552,0.011942,0.169583,1.298723
2014-02-26 16:00:00,2.077780,-1.235167,0.588097,-1.034762,-0.922083
2014-02-26 17:00:00,-0.895013,-0.058925,-1.469244,-0.962384,2.677249
2014-02-26 18:00:00,-1.011409,0.120676,-1.312476,0.598485,0.168105
2014-02-26 19:00:00,0.120514,0.018533,-0.519141,0.636276,0.361238
2014-02-26 20:00:00,0.371290,-0.876462,1.066267,-0.920937,0.880494
2014-02-26 21:00:00,0.660509,-1.163662,0.125102,-1.307595,-0.219310
2014-02-26 22:00:00,-0.492758,-0.490458,0.702465,-0.048425,-0.391344
2014-02-26 23:00:00,0.669658,-1.897768,-0.632547,-0.375898,-1.167310
2014-02-27 00:00:00,-0.333593,-0.068713,-0.914753,1.151675,1.532300
2014-02-27 01:00:00,-0.931464,-2.793726,1.237921,-0.068071,-0.025802
2014-02-27 02:00:00,0.318693,0.347716,0.719480,-1.122498,0.511295
2014-02-27 03:00:00,-0.221801,0.093754,-0.172643,-0.554206,0.376755
2014-02-27 04:00:00,0.525271,-0.347796,-1.337769,0.685450,-0.726409
2014-02-27 05:00:00,-0.179514,2.610807,3.594246,-0.103815,0.986731
2014-02-27 06:00:00,-1.662843,1.113306,-1.016317,0.133681,1.730757
2014-02-27 07:00:00,0.179082,0.808730,-1.344468,1.666631,0.225653
2014-02-27 08:00:00,-0.939183,-0.720143,-0.657415,0.318048,-0.002220
2014-02-27 09:00:00,-0.175865,-0.094627,-1.182360,0.514914,0.525066
2014-02-27 10:00:00,-0.948138,-0.255711,0.480417,0.409540,-0.747148
2014-02-27 11:00:00,0.298661,-0.354229,-0.275109,0.682903,-0.667337
2014-02-27 12:00:00,0.174129,-0.526241,0.502377,0.429983,-0.081370
2014-02-27 13:00:00,0.053171,-0.885811,-0.517887,-0.006443,-2.286032
2014-02-27 14:00:00,1.229857,0.348006,-0.166139,-1.102733,-1.278460
2014-02-27 15:00:00,0.596150,-0.890571,0.094797,-1.236478,0.467823
2014-02-27 16:00:00,1.142534,-1.446878,0.974594,0.130319,-0.834784
2014-02-27 17:00:00,1.207064,-0.749588,0.937352,-0.548880,1.942652
2014-02-27 18:00:00,0.379849,-0.223939,0.736403,-1.064195,-0.026535
2014-02-27 19:00:00,-1.135957,-0.790213,2.361741,-2.279473,-0.298133
2014-02-27 20:00:00,0.008862,-0.373095,-0.833831,0.119193,0.081143
2014-02-27 21:00:00,-0.600017,-1.965619,0.802650,2.248451,0.082383
2014-02-27 22:00:00,-0.186963,0.707982,1.439277,0.130979,1.168784
2014-02-27 23:00:00,0.201893,1.984642,0.665008,0.449762,-1.301228
2014-02-28 00:00:00,-0.892382,0.479438,1.729252,-1.728016,3.015317
2014-02-28 01:00:00,-1.134564,-1.008277,-0.223706,-1.343441,0.675549
2014-02-28 02:00:00,0.391858,1.324758,1.308281,0.421759,-0.781821
2014-02-28 03:00:00,-0.959836,-0.281951,-0.372829,1.018401,1.915008
2014-02-28 04:00:00,0.948949,-0.310224,-2.143174,-1.993183,0.286466
2014-02-28 05:00:00,-0.193510,-1.742801,2.034718,0.121473,-0.876837
2014-02-28 06:00:00,-1.289340,0.067588,-1.379347,-1.571775,-0.491608
2014-02-28 07:00:00,-0.689356,0.094027,-1.053940,-0.512709,0.927668
2014-02-28 08:00:00,0.461775,-0.692056,-1.555305,0.947117,-0.316346
2014-02-28 09:00:00,1.720321,-2.146912,0.799687,-0.901390,1.380373
2014-02-28 10:00:00,-0.700943,2.593215,-0.663381,0.573673,-0.600694
2014-02-28 11:00:00,-0.026899,0.221215,0.443007,0.650097,0.369246
2014-02-28 12:00:00,1.466282,-2.331014,0.496398,0.693550,1.111693
2014-02-28 13:00:00,-0.011430,-0.501881,1.350820,0.109139,-0.244406
2014-02-28 14:00:00,0.916124,-0.881908,-0.476611,-0.337129,0.161176
2014-02-28 15:00:00,1.194156,1.288903,0.096629,-0.602212,0.275850
2014-02-28 16:00:00,-0.318965,-1.228773,0.465853,0.276322,-1.372499
2014-02-28 17:00:00,0.212046,-0.074386,-0.150986,0.652528,0.671517
2014-02-28 18:00:00,0.225624,1.184656,1.686130,0.580938,1.847143
2014-02-28 19:00:00,-0.172549,1.154558,-1.051601,-0.761878,-0.340689
2014-02-28 20:00:00,-1.150379,-0.183127,-1.269672,0.032536,-0.905694
2014-02-28 21:00:00,1.631974,0.694259,-1.344087,-0.181359,-1.293272
2014-02-28 22:00:00,-0.467073,-0.928651,0.969955,1.484445,-1.178279
2014-02-28 23:00:00,0.356566,-0.557916,-0.438374,-0.753002,-0.314286
2014-03-01 00:00:00,0.376647,0.384925,0.756641,2.253705,-1.301091
2014-03-01 01:00:00,-0.035247,-1.069753,-0.062007,-1.097793,0.587244
2014-03-01 02:00:00,2.032157,-1.271658,-1.537831,-0.653304,-0.157237
2014-03-01 03:00:00,-0.911387,-2.091668,0.576358,0.097540,1.795693
2014-03-01 04:00:00,0.603564,1.076863,-0.232463,1.191413,-1.760652
2014-03-01 05:00:00,0.856040,-1.160160,-0.250679,-0.043271,-0.313189
2014-03-01 06:00:00,-0.446035,-0.046623,0.222271,-1.077690,0.066093
2014-03-01 07:00:00,0.296894,-0.284573,0.853147,0.951088,-0.429029
2014-03-01 08:00:00,0.348922,-0.132091,1.993492,1.355139,0.630901
2014-03-01 09:00:00,-0.082880,-0.246902,1.167049,0.344336,-0.192666
2014-03-01 10:00:00,1.201380,-0.073488,-0.305281,-1.199829,-0.285678
2014-03-01 11:00:00,-0.309544,0.210566,-0.266698,-0.245836,1.207291
2014-03-01 12:00:00,1.138960,-0.399312,1.016076,1.141704,1.140892
2014-03-01 13:00:00,-2.021572,-1.159225,1.873064,-1.063091,0.104998
2014-03-01 14:00:00,-1.124297,-0.989829,1.396976,-1.211283,1.859668
2014-03-01 15:00:00,0.319952,-1.312072,0.044272,0.165823,-0.374243
2014-03-01 16:00:00,-1.379794,0.562483,0.261442,-0.027247,1.223435
2014-03-01 17:00:00,0.542324,0.809562,-2.299988,-2.104160,-1.211031
2014-03-01 18:00:00,0.036799,-0.373909,0.034243,-0.063033,0.897940
2014-03-01 19:00:00,0.127904,0.885593,-1.150434,-1.370296,-0.960046
2014-03-01 20:00:00,0.717372,0.458056,-0.071824,1.533795,-1.649743
2014-03-01 21:00:00,-0.291838,-0.676430,1.215490,-0.783844,-0.388714
2014-03-01 22:00:00,0.680009,-1.163249,0.767976,-0.095144,0.078999
2014-03-01 23:00:00,-0.349465,-0.674585,-0.094384,0.615339,1.237331
2014-03-02 00:00:00,1.013108,0.165813,-0.611261,0.062972,-1.139276
2014-03-02 01:00:00,-2.380372,-0.064185,1.385980,-1.072741,-0.994976
2014-03-02 02:00:00,1.051155,-0.628936,-0.847381,0.401697,0.243592
2014-03-02 03:00:00,-0.747413,-1.391892,0.984377,1.099113,0.421738
2014-03-02 04:00:00,1.498640,1.110861,-0.112180,0.282334,-0.056438
2014-03-02 05:00:00,-0.576847,2.985462,1.221115,-0.691706,0.667436
2014-03-02 06:00:00,1.629739,-0.067697,-0.457645,1.590800,-0.698840
2014-03-02 07:00:00,-1.112920,-0.390336,0.142710,0.625993,1.114242
2014-03-02 08:00:00,-1.089152,0.805550,-0.663360,-0.915160,-1.129947
2014-03-02 09:00:00,0.509027,-0.469922,-0.349626,0.780472,-0.440348
2014-03-02 10:00:00,-0.016344,-1.023758,0.347832,-0.753171,-0.427375
2014-03-02 11:00:00,0.396800,-0.811799,0.142356,-0.112404,-0.281487
2014-03-02 12:00:00,0.807380,-0.196278,-0.059967,1.389244,-0.665208
2014-03-02 13:00:00,-0.020654,1.240288,0.220104,-0.643295,0.363198
2014-03-02 14:00:00,-0.615544,2.033924,1.349996,0.228860,0.638554
2014-03-02 15:00:00,-0.002892,0.821938,-0.051485,-0.188347,-0.238666
2014-03-02 16:00:00,-2.010665,-1.369458,-1.659847,-0.411429,-0.493112
2014-03-02 17:00:00,0.099692,-1.383409,-0.302046,0.503139,0.630435
2014-03-02 18:00:00,1.132786,0.464206,2.117879,-0.487048,0.027470
2014-03-02 19:00:00,1.175622,-1.345958,1.441501,-0.481989,0.212425
2014-03-02 20:00:00,1.663225,-0.637863,0.103565,0.565189,0.021903
2014-03-02 21:00:00,-0.812569,-0.594521,1.129847,-0.393649,-0.380443
2014-03-02 22:00:00,0.889210,-0.428230,-0.634098,-1.118615,0.546075
2014-03-02 23:00:00,-0.530496,0.654485,-1.199206,-1.227673,1.095794
2014-03-03 00:00:00,-0.835006,1.638957,-1.463161,0.572084,0.226284
2014-03-03 01:00:00,0.681793,-1.595988,-0.795175,0.490846,0.577406
2014-03-03 02:00:00,0.357093,1.115715,0.362843,-0.707052,-0.932700
2014-03-03 03:00:00,-0.480968,0.358741,0.031317,-0.337861,-0.667794
2014-03-03 04:00:00,0.227454,-0.300118,-0.815784,1.214081,0.075566
2014-03-03 05:00:00,-0.178621,-0.225084,0.799143,0.855509,-0.056062
2014-03-03 06:00:00,-0.692649,-0.689795,-1.589465,-1.119793,0.328115
2014-03-03 07:00:00,1.179084,-0.729708,1.785608,0.888271,-1.705665
2014-03-03 08:00:00,0.476935,1.682470,2.240802,-1.296117,-0.385662
2014-03-03 09:00:00,0.976956,-1.318611,0.374493,-0.688002,-0.220617
2014-03-03 10:00:00,0.625445,0.886049,-0.382432,1.189354,-2.186611
2014-03-03 11:00:00,0.781805,0.067648,1.515207,-1.900210,1.434217
2014-03-03 12:00:00,-0.625620,-0.505688,-0.974164,-0.815724,-0.195133
2014-03-03 13:00:00,1.332738,0.388949,-1.521398,0.567262,2.753852
2014-03-03 14:00:00,0.105836,0.649623,-2.210419,1.153187,0.173362
2014-03-03 15:00:00,0.655287,1.728093,-0.904046,0.658875,-1.270448
2014-03-03 16:00:00,-0.562280,0.927493,-0.780243,-2.145015,-0.737639
2014-03-03 17:00:00,-0.989254,0.372049,0.073772,1.140294,-1.262840
2014-03-03 18:00:00,-1.740806,0.331998,-0.446789,0.056339,0.620337
2014-03-03 19:00:00,-0.580750,0.634145,-0.432566,-0.578517,-0.142674
2014-03-03 20:00:00,-1.143518,1.086305,1.736486,-1.282537,-0.444899
2014-03-03 21:00:00,1.911762,0.085167,-1.192725,-0.272286,0.866964
2014-03-03 22:00:00,-1.097953,-2.760466,-0.191305,0.685146,-3.134838
2014-03-03 23:00:00,-0.474611,0.209032,-0.002392,-0.896858,0.920603
2014-03-04 00:00:00,2.328748,-0.243901,-0.783854,0.195093,0.582529
2014-03-04 01:00:00,-1.134566,0.173865,0.798924,1.728230,-0.754816
2014-03-04 02:00:00,1.129511,-1.426317,-0.232643,-0.949936,-2.369051
2014-03-04 03:00:00,-0.316839,0.084360,1.093628,0.703958,0.838305
2014-03-04 04:00:00,0.913463,-1.209227,0.485523,1.466920,-2.384538
2014-03-04 05:00:00,-2.186499,0.753864,-1.195973,0.253931,0.182749
2014-03-04 06:00:00,0.305394,0.007673,-0.335901,1.210297,-0.423953
2014-03-04 07:00:00,0.227474,1.380267,-2.047315,1.594483,1.027673
2014-03-04 08:00:00,0.690340,-1.574477,-0.756681,-0.697516,1.732469
2014-03-04 09:00:00,-0.571996,-1.255714,1.670925,-1.534858,-1.083717
2014-03-04 10:00:00,1.705631,0.690918,1.397913,0.086269,0.560472
2014-03-04 11:00:00,-0.078865,-0.495486,-0.447381,0.600781,-0.044410
2014-03-04 12:00:00,0.813857,0.817974,-0.595174,1.222959,-0.904553
2014-03-04 13:00:00,-0.125677,0.162196,-2.830911,-2.714514,-0.602109
2014-03-04 14:00:00,0.696138,1.094175,-0.585062,0.075731,-0.580528
2014-03-04 15:00:00,0.656973,0.599441,-0.801659,-1.143513,-0.937018
2014-03-04 16:00:00,0.479399,0.216062,0.493871,-0.803376,-0.599744
2014-03-04 17:00:00,-0.662398,-1.368844,0.250375,1.227579,0.878446
2014-03-04 18:00:00,-0.144994,1.923171,-1.143020,-0.830418,0.663770
2014-03-04 19:00:00,1.084809,-0.775635,0.268875,0.022725,-1.245130
2014-03-04 20:00:00,0.681044,0.066319,-0.687210,1.034848,-0.044984
2014-03-04 21:00:00,-0.893669,-0.101087,0.639930,-0.322218,-0.619972
2014-03-04 22:00:00,-1.259426,0.652441,0.191855,-0.786528,-0.360601
2014-03-04 23:00:00,0.735787,0.256885,1.283317,0.048911,1.101860
2014-03-05 00:00:00,0.119213,-0.426817,0.926649,1.104004,0.277754
2014-03-05 01:00:00,0.191120,-0.661418,-0.445314,-1.069282,0.009627
2014-03-05 02:00:00,0.219843,-0.392333,-0.848338,-1.302064,-1.047060
2014-03-05 03:00:00,-1.236290,-1.198392,-1.259991,0.240145,-0.557228
2014-03-05 04:00:00,-1.192002,1.480445,0.816752,0.812708,-0.153525
2014-03-05 05:00:00,-1.070269,0.565463,0.803257,0.788432,-1.205602
2014-03-05 06:00:00,-0.962297,0.774316,-0.483309,1.551589,0.198170
2014-03-05 07:00:00,0.085762,0.885955,0.704113,0.549311,-0.364028
2014-03-05 08:00:00,-0.575410,-0.790696,0.893474,-0.954187,0.028693
2014-03-05 09:00:00,0.048543,0.812400,1.142874,0.147127,0.135263
2014-03-05 10:00:00,-0.401783,1.066940,-0.260053,-0.583715,-1.165499
2014-03-05 11:00:00,-0.445482,-1.911136,0.737419,-0.932121,-1.676760
2014-03-05 12:00:00,-1.305391,-0.492822,0.338109,-0.888844,0.493693
2014-03-05 13:00:00,0.852375,0.033051,0.007936,0.148442,-0.189978
2014-03-05 14:00:00,1.099633,-0.449486,0.315906,-1.188052,1.143984
2014-03-05 15:00:00,-1.462304,-0.322688,-0.087451,-1.161472,-0.148915
2014-03-05 16:00:00,0.840961,-0.413125,-0.541328,2.493676,1.313381
2014-03-05 17:00:00,-0.298891,-0.521068,-2.426683,0.498061,-0.715630
2014-03-05 18:00:00,0.687738,1.807816,0.744538,-3.644906,0.587571
2014-03-05 19:00:00,0.614029,0.019428,-0.298991,0.090360,0.828226
2014-03-05 20:00:00,-0.753408,-1.036910,-1.241897,-0.744628,-1.335029
2014-03-05 21:00:00,-1.151114,-0.416157,1.635159,-0.598216,1.413281
2014-03-05 22:00:00,1.330471,0.179340,0.024856,0.839580,0.414593
2014-03-05 23:00:00,1.240211,-0.906231,-0.322799,-1.341450,1.355885
2014-03-06 00:00:00,1.370994,0.508296,-0.628040,0.358341,1.557346
2014-03-06 01:00:00,-1.541694,1.190122,-0.361105,0.443764,-0.086998
2014-03-06 02:00:00,0.715503,0.256884,-1.517564,0.531935,0.771616
2014-03-06 03:00:00,-0.702114,-0.142693,-0.501287,2.929226,-0.537795
2014-03-06 04:00:00,-1.013582,0.905728,0.045238,-0.163602,1.155972
2014-03-06 05:00:00,-1.479078,0.908826,1.825106,-0.046671,-0.129682
2014-03-06 06:00:00,-0.211388,1.474289,-0.981168,1.475921,-1.387316
2014-03-06 07:00:00,2.441766,1.341756,1.596505,0.350724,0.943465
2014-03-06 08:00:00,0.719784,1.795111,0.902343,0.270895,0.024028
2014-03-06 09:00:00,-1.881302,-1.445702,-1.250941,-0.813409,0.104559
2014-03-06 10:00:00,0.000873,1.281007,-0.317862,-0.603965,-0.520947
2014-03-06 11:00:00,-0.381215,-2.378177,0.267803,0.644272,0.153265
2014-03-06 12:00:00,0.403264,-0.818835,1.245147,-1.269193,0.803906
2014-03-06 13:00:00,1.199022,0.209910,-0.628206,1.942106,0.157728
2014-03-06 14:00:00,0.102797,-1.657156,-0.091066,0.383224,0.545409
2014-03-06 15:00:00,1.670554,-1.215138,-0.554103,0.269655,-1.112285
2014-03-06 16:00:00,1.166402,-1.797554,-0.191844,-1.581355,0.350513
2014-03-06 17:00:00,-0.054998,-1.380577,1.058195,-0.481757,0.761697
2014-03-06 18:00:00,-0.015778,1.420239,0.011058,0.560645,-1.341160
2014-03-06 19:00:00,0.137793,0.105535,-0.221496,0.375969,0.801685
2014-03-06 20:00:00,1.417673,0.785999,-0.831228,-0.837326,0.219371
2014-03-06 21:00:00,0.243557,-0.222674,-0.212437,0.145291,-0.519475
2014-03-06 22:00:00,0.018802,-1.203910,-0.881254,-0.786773,-0.299540
2014-03-06 23:00:00,-0.044200,0.817978,-0.325354,1.068459,1.358728
2014-03-07 00:00:00,-0.950468,-0.295284,0.790497,-1.217399,0.507090
2014-03-07 01:00:00,-0.056274,-0.772814,-0.202879,-1.831228,-0.586618
2014-03-07 02:00:00,0.817338,-0.462228,-1.588599,-0.059392,-0.408131
2014-03-07 03:00:00,-0.516038,1.112622,-1.134108,-1.680266,0.527724
2014-03-07 04:00:00,1.446236,0.951284,-0.857929,-2.185911,1.527577
2014-03-07 05:00:00,2.576687,2.320241,0.536569,0.465932,-0.481242
2014-03-07 06:00:00,1.390233,-0.085320,0.621265,1.692447,0.327396
2014-03-07 07:00:00,-0.528904,-0.563206,-0.501970,-0.014944,-0.126499
2014-03-07 08:00:00,-0.924917,-1.638697,-0.813661,-0.168673,1.757322
2014-03-07 09:00:00,0.365046,0.149275,1.224607,0.356895,0.389421
2014-03-07 10:00:00,0.760598,-0.732583,-0.129392,-0.602346,0.852604
2014-03-07 11:00:00,0.031732,-0.357928,0.057605,0.882244,-0.143484
2014-03-07 12:00:00,1.486543,2.685188,-0.317076,0.013216,-1.653615
2014-03-07 13:00:00,-0.174773,-0.001884,0.050080,1.304321,0.179169
2014-03-07 14:00:00,-0.323091,-0.052114,-0.212361,-0.623800,-0.762848
2014-03-07 15:00:00,0.513588,0.922491,-0.161029,0.314329,2.761182
2014-03-07 16:00:00,-0.463724,0.134537,1.509081,-1.477546,0.920039
2014-03-07 17:00:00,0.365960,-0.690555,0.708151,1.337260,-0.079922
2014-03-07 18:00:00,0.529357,2.801721,0.301372,-0.223594,-0.491473
2014-03-07 19:00:00,0.481839,0.336983,0.018707,-0.443648,-1.793123
2014-03-07 20:00:00,0.134424,-0.987794,1.027958,-0.818589,0.618194
2014-03-07 21:00:00,-0.793835,-0.474115,0.042896,0.052291,1.653896
2014-03-07 22:00:00,-0.035492,-0.728947,-0.542784,-1.110697,-0.717151
2014-03-07 23:00:00,2.165976,0.304746,1.603328,0.053043,-0.395965
2014-03-08 00:00:00,1.149497,1.077503,-0.241474,0.465339,0.411992
2014-03-08 01:00:00,0.252382,0.668682,-0.213085,0.906325,1.364853
2014-03-08 02:00:00,0.829937,1.356746,1.193256,-1.805522,-0.853187
2014-03-08 03:00:00,0.080377,0.675484,-0.956266,-1.663107,-0.886747
2014-03-08 04:00:00,-1.240050,0.258145,-0.654519,-1.196488,-1.113662
2014-03-08 05:00:00,-0.444464,1.146145,0.247430,-0.287956,0.392481
2014-03-08 06:00:00,-0.968757,-1.584605,1.104944,2.216753,-0.997738
2014-03-08 07:00:00,0.073224,1.218107,1.782596,0.427342,-0.853994
2014-03-08 08:00:00,1.107289,1.239611,-0.416782,-0.569796,1.479712
2014-03-08 09:00:00,0.772168,-1.240251,0.908109,0.095598,-0.470205
2014-03-08 10:00:00,0.293145,0.960432,1.431392,-0.212351,0.377683
2014-03-08 11:00:00,-1.593685,0.953961,-1.604308,2.211231,-0.257831
2014-03-08 12:00:00,-0.540797,-0.007186,-0.838927,1.099137,-1.348648
2014-03-08 13:00:00,-0.521453,-0.154899,-1.099334,-0.180903,0.453903
2014-03-08 14:00:00,-2.081434,-1.046422,1.660198,-1.876510,0.157204
2014-03-08 15:00:00,0.575805,0.950548,-0.071800,0.754606,-0.229526
2014-03-08 16:00:00,1.438521,0.590915,0.910554,-0.597303,-1.379744
2014-03-08 17:00:00,0.255837,1.007369,0.272527,-0.942640,0.407825
2014-03-08 18:00:00,0.202779,-0.514740,0.425142,0.269073,0.677517
2014-03-08 19:00:00,-1.076007,0.679804,-0.534233,-1.411294,-0.073895
2014-03-08 20:00:00,-0.388827,-1.544049,1.836661,-0.589690,-0.775630
2014-03-08 21:00:00,0.432311,0.566244,0.550524,-1.096723,1.244127
2014-03-08 22:00:00,-0.202392,0.296547,0.628010,1.000140,-0.174402
2014-03-08 23:00:00,-1.603797,1.194133,-0.014252,-0.300878,0.095880
2014-03-09 00:00:00,0.779455,0.616088,-0.560697,0.002437,-0.409396
2014-03-09 01:00:00,-0.462918,-0.180479,0.203902,-1.614052,-0.146609
2014-03-09 02:00:00,-1.447680,0.169313,0.639453,-1.358972,0.295351
